,Index,Preferred_scientific_name,International_common_name,ISC_content,Plant_pest,_5,Domain,Kingdon,Phylum,Class,Order,Family,Datasheet_URL,native,introduced,invasive,present
851,851,Passiflora edulis, passionfruit, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Violales, Passifloraceae, https://www.cabi.org/isc/datasheet/38799,"['Argentina', 'Bolivia', 'Brazil', '-Alagoas', '-Amazonas', '-Bahia', '-Ceara', '-Espirito Santo', '-Goias', '-Maranhao', '-Mato Grosso', '-Mato Grosso do Sul', '-Minas Gerais', '-Para', '-Paraiba', '-Parana', '-Pernambuco', '-Piaui', '-Rio de Janeiro', '-Rio Grande do Norte', '-Rio Grande do Sul', '-Santa Catarina', '-Sao Paulo', '-Sergipe', '-Tocantins', 'Paraguay']","['Angola', 'Benin', 'Cameroon', 'Congo, Democratic Republic of the', 'Congo, Republic of the', 'Equatorial Guinea', 'Eswatini', 'Ethiopia', 'Gabon', 'Kenya', 'Madagascar', 'Malawi', 'Mauritius', 'Mayotte', 'Mozambique', 'Réunion', 'Rwanda', 'South Africa', 'Tanzania', 'Uganda', 'Zambia', 'Zimbabwe', 'China', '-Fujian', '-Guangdong', '-Yunnan', 'Hong Kong', '-Jammu and Kashmir', '-Karnataka', '-Kerala', '-Tamil Nadu', 'Indonesia', '-Java', '-Lesser Sunda Islands', 'Iran', 'Laos', 'Maldives', 'Philippines', 'Singapore', 'Taiwan', 'Thailand', 'Vietnam', 'Belgium', 'Portugal', '-Azores', '-Madeira', 'Spain', 'Anguilla', 'British Virgin Islands', 'Costa Rica', 'Cuba', 'Dominica', 'Dominican Republic', 'Guadeloupe', 'Guatemala', 'Haiti', 'Honduras', 'Jamaica', 'Martinique', 'Mexico', 'Montserrat', 'Netherlands Antilles', 'Nicaragua', 'Panama', 'Puerto Rico', 'Saint Lucia', 'Trinidad and Tobago', 'U.S. Virgin Islands', '-Florida', '-Georgia', '-Hawaii', 'American Samoa', 'Australia', '-New South Wales', '-Queensland', '-South Australia', '-Victoria', '-Western Australia', 'Christmas Island', 'Cook Islands', 'Federated States of Micronesia', 'Fiji', 'French Polynesia', 'Guam', 'Kiribati', 'Marshall Islands', 'Nauru', 'New Caledonia', 'New Zealand', 'Niue', 'Norfolk Island', 'Palau', 'Papua New Guinea', 'Pitcairn', 'Samoa', 'Tonga', 'U.S. Minor Outlying Islands', 'Wallis and Futuna', 'Chile', 'Colombia', 'Ecuador', '-Galapagos Islands', 'French Guiana', 'Guyana', 'Suriname', 'Venezuela']",[],"['Angola', 'Benin', 'Cameroon', 'Congo, Democratic Republic of the', 'Congo, Republic of the', 'Equatorial Guinea', 'Eswatini', 'Ethiopia', 'Gabon', 'Kenya', 'Madagascar', 'Malawi', 'Mauritius', 'Mayotte', 'Mozambique', 'Nigeria', 'Réunion', 'Rwanda', 'South Africa', 'Tanzania', 'Uganda', 'Zambia', 'Zimbabwe', 'China', '-Fujian', '-Guangdong', '-Yunnan', 'Hong Kong', 'India', '-Jammu and Kashmir', '-Karnataka', '-Kerala', '-Tamil Nadu', 'Indonesia', '-Java', '-Lesser Sunda Islands', 'Iran', 'Laos', 'Maldives', 'Philippines', 'Singapore', 'South Korea', 'Sri Lanka', 'Taiwan', 'Thailand', 'Vietnam', 'Belgium', 'Portugal', '-Azores', '-Madeira', 'Spain', 'Anguilla', 'British Virgin Islands', 'Costa Rica', 'Cuba', 'Dominica', 'Dominican Republic', 'Guadeloupe', 'Guatemala', 'Haiti', 'Honduras', 'Jamaica', 'Martinique', 'Mexico', 'Montserrat', 'Netherlands Antilles', 'Nicaragua', 'Panama', 'Puerto Rico', 'Saint Lucia', 'Trinidad and Tobago', 'U.S. Virgin Islands', 'United States', '-California', '-Florida', '-Georgia', '-Hawaii', 'American Samoa', 'Australia', '-New South Wales', '-Queensland', '-South Australia', '-Victoria', '-Western Australia', 'Christmas Island', 'Cook Islands', 'Federated States of Micronesia', 'Fiji', 'French Polynesia', 'Guam', 'Kiribati', 'Marshall Islands', 'Nauru', 'New Caledonia', 'New Zealand', 'Niue', 'Norfolk Island', 'Palau', 'Papua New Guinea', 'Pitcairn', 'Samoa', 'Tonga', 'U.S. Minor Outlying Islands', 'Wallis and Futuna', 'Argentina', 'Bolivia', 'Brazil', '-Alagoas', '-Amazonas', '-Bahia', '-Ceara', '-Espirito Santo', '-Goias', '-Maranhao', '-Mato Grosso', '-Mato Grosso do Sul', '-Minas Gerais', '-Para', '-Paraiba', '-Parana', '-Pernambuco', '-Piaui', '-Rio de Janeiro', '-Rio Grande do Norte', '-Rio Grande do Sul', '-Rondonia', '-Santa Catarina', '-Sao Paulo', '-Sergipe', '-Tocantins', 'Chile', 'Colombia', 'Ecuador', '-Galapagos Islands', 'French Guiana', 'Guyana', 'Paraguay', 'Peru', 'Suriname', 'Venezuela']"
852,852,Passiflora foetida, red fruit passion flower, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Violales, Passifloraceae, https://www.cabi.org/isc/datasheet/38800,"['India', '-Sarawak', 'Bahamas', 'Barbados', 'Belize', 'British Virgin Islands', 'Costa Rica', 'Cuba', 'Curaçao', 'Dominica', 'Dominican Republic', 'El Salvador', 'Guadeloupe', 'Guatemala', 'Haiti', 'Honduras', 'Jamaica', 'Martinique', 'Mexico', 'Montserrat', 'Nicaragua', 'Panama', 'Puerto Rico', 'Saint Kitts and Nevis', 'Saint Vincent and the Grenadines', 'Trinidad and Tobago', '-Arizona', 'Argentina', 'Bolivia', 'Brazil', 'Chile', 'Colombia', 'Ecuador', '-Galapagos Islands', 'French Guiana', 'Guyana', 'Paraguay', 'Peru', 'Uruguay', 'Venezuela']",['-Queensland'],[],"['Cameroon', 'Congo, Republic of the', ""Côte d'Ivoire"", 'Equatorial Guinea', 'Gambia', 'Ghana', 'Guinea', 'Kenya', 'Madagascar', 'Mauritius', 'Mozambique', 'Nigeria', 'Réunion', 'Senegal', 'Sierra Leone', 'South Africa', 'Tanzania', 'Brunei', 'Cambodia', 'China', 'Cocos Islands', 'Hong Kong', 'India', '-Maharashtra', '-Odisha', 'Indonesia', '-Java', 'Japan', '-Ryukyu Islands', 'Laos', 'Lebanon', 'Malaysia', '-Sarawak', 'Myanmar', 'Philippines', 'Singapore', 'Sri Lanka', 'Thailand', 'Vietnam', 'Bahamas', 'Barbados', 'Belize', 'British Virgin Islands', 'Costa Rica', 'Cuba', 'Curaçao', 'Dominica', 'Dominican Republic', 'El Salvador', 'Guadeloupe', 'Guatemala', 'Haiti', 'Honduras', 'Jamaica', 'Martinique', 'Mexico', 'Montserrat', 'Nicaragua', 'Panama', 'Puerto Rico', 'Saint Kitts and Nevis', 'Saint Vincent and the Grenadines', 'Trinidad and Tobago', 'United States', '-Arizona', '-Florida', '-Hawaii', 'American Samoa', 'Australia', '-New South Wales', '-Northern Territory', '-Queensland', '-South Australia', '-Western Australia', 'Christmas Island', 'Cook Islands', 'Federated States of Micronesia', 'Fiji', 'French Polynesia', 'Guam', 'New Caledonia', 'New Zealand', 'Niue', 'Papua New Guinea', 'Samoa', 'Solomon Islands', 'Tonga', 'Vanuatu', 'Wallis and Futuna', 'Argentina', 'Bolivia', 'Brazil', '-Sao Paulo', 'Chile', 'Colombia', 'Ecuador', '-Galapagos Islands', 'French Guiana', 'Guyana', 'Paraguay', 'Peru', 'Suriname', 'Uruguay', 'Venezuela']"
853,853,Passiflora ligularis, sweet granadilla, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Violales, Passifloraceae, https://www.cabi.org/isc/datasheet/116173,"['Costa Rica', 'El Salvador', 'Guatemala', 'Honduras', 'Mexico', 'Panama', 'Bolivia', 'Colombia', 'Ecuador', 'Peru', 'Venezuela']","['Réunion', 'Zimbabwe', 'China', '-Tamil Nadu', 'Indonesia', '-Java', 'Philippines', 'Singapore', 'Sri Lanka', 'Haiti', 'Jamaica', '-California', '-Florida', '-Hawaii', 'Australia', '-Queensland', '-Western Australia', 'Cook Islands', 'French Polynesia', 'New Zealand', 'Papua New Guinea', 'Samoa', '-Galapagos Islands']",[],"['Réunion', 'Zimbabwe', 'China', 'India', '-Tamil Nadu', 'Indonesia', '-Java', 'Philippines', 'Singapore', 'Sri Lanka', 'Costa Rica', 'El Salvador', 'Guatemala', 'Haiti', 'Honduras', 'Jamaica', 'Mexico', 'Panama', 'United States', '-California', '-Florida', '-Hawaii', 'Australia', '-Queensland', '-Western Australia', 'Cook Islands', 'French Polynesia', 'New Zealand', 'Papua New Guinea', 'Samoa', 'Bolivia', 'Brazil', 'Colombia', 'Ecuador', '-Galapagos Islands', 'Peru', 'Venezuela']"
854,854,Passiflora tarminiana, banana passionfruit, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Violales, Passifloraceae, https://www.cabi.org/isc/datasheet/119428,"['Bolivia', 'Colombia', 'Ecuador', 'Peru', 'Venezuela']","['Ethiopia', 'Réunion', '-California', '-Hawaii', 'Australia', '-New South Wales', '-Queensland', '-South Australia', '-Tasmania', '-Victoria', 'Guam', 'New Zealand', 'Papua New Guinea']",[],"['Ethiopia', 'Kenya', 'Réunion', 'Zimbabwe', 'Sri Lanka', 'Guatemala', 'Mexico', 'Panama', 'United States', '-California', '-Hawaii', 'Australia', '-New South Wales', '-Queensland', '-South Australia', '-Tasmania', '-Victoria', 'Guam', 'New Zealand', 'Papua New Guinea', 'Bolivia', 'Colombia', 'Ecuador', 'Peru', 'Venezuela']"
855,855,Pentas lanceolata, Egyptian starcluster, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Rubiaceae, https://www.cabi.org/isc/datasheet/120131,"['Burundi', 'Congo, Democratic Republic of the', 'Djibouti', 'Eritrea', 'Ethiopia', 'Kenya', 'Malawi', 'Mozambique', 'Rwanda', 'Sudan', 'Tanzania', 'Uganda', 'Saudi Arabia', 'Yemen']","['Mayotte', 'Seychelles', 'China', '-Fujian', '-Guangdong', 'Hong Kong', 'India', '-Karnataka', '-Kerala', '-Puducherry', '-Tamil Nadu', '-Uttarakhand', 'Pakistan', 'Singapore', 'Thailand', 'Spain', 'Anguilla', 'Bahamas', 'Bermuda', '-Saba', 'Costa Rica', 'Dominican Republic', 'El Salvador', 'Haiti', 'Honduras', 'Mexico', 'Puerto Rico', 'Trinidad and Tobago', 'U.S. Virgin Islands', 'United States', '-Florida', '-Hawaii', 'Australia', 'Christmas Island', 'Cook Islands', 'Federated States of Micronesia', '-Pohnpei', 'Fiji', 'French Polynesia', 'Guam', 'Kiribati', 'Marshall Islands', 'Nauru', 'Niue', 'Norfolk Island', 'Northern Mariana Islands', 'Palau', 'Brazil', '-Goias', '-Minas Gerais', '-Paraiba', '-Parana', '-Santa Catarina', '-Sao Paulo', 'Colombia', '-Galapagos Islands']",[],"['Burundi', 'Comoros', 'Congo, Democratic Republic of the', 'Djibouti', 'Egypt', 'Eritrea', 'Ethiopia', 'Kenya', 'Malawi', 'Mayotte', 'Mozambique', 'Rwanda', 'Seychelles', 'Sudan', 'Tanzania', 'Uganda', 'China', '-Fujian', '-Guangdong', 'Hong Kong', 'India', '-Karnataka', '-Kerala', '-Puducherry', '-Tamil Nadu', '-Uttarakhand', 'Pakistan', 'Saudi Arabia', 'Singapore', 'Taiwan', 'Thailand', 'Yemen', 'Spain', 'Anguilla', 'Bahamas', 'Bermuda', '-Saba', 'Costa Rica', 'Dominican Republic', 'El Salvador', 'Haiti', 'Honduras', 'Mexico', 'Puerto Rico', 'Trinidad and Tobago', 'U.S. Virgin Islands', 'United States', '-Florida', '-Hawaii', 'Australia', 'Christmas Island', 'Cook Islands', 'Federated States of Micronesia', '-Pohnpei', 'Fiji', 'French Polynesia', 'Guam', 'Kiribati', 'Marshall Islands', 'Nauru', 'Niue', 'Norfolk Island', 'Northern Mariana Islands', 'Palau', 'Brazil', '-Goias', '-Minas Gerais', '-Paraiba', '-Parana', '-Santa Catarina', '-Sao Paulo', 'Colombia', 'Ecuador', '-Galapagos Islands']"
856,856,Persicaria chinensis, Chinese knotweed, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Polygonales, Polygonaceae, https://www.cabi.org/isc/datasheet/118915,"['Bhutan', '-Anhui', '-Fujian', '-Gansu', '-Guangdong', '-Guangxi', '-Guizhou', '-Hainan', '-Hubei', '-Hunan', '-Jiangsu', '-Jiangxi', '-Shaanxi', '-Sichuan', '-Tibet', '-Yunnan', '-Zhejiang', 'India', '-Karnataka', '-Kerala', '-Sikkim', '-Tamil Nadu', 'Indonesia', 'Japan', '-Honshu', '-Kyushu', '-Ryukyu Islands', '-Shikoku', 'Malaysia', 'Myanmar', 'Nepal', 'North Korea', 'Philippines', 'South Korea', 'Sri Lanka', 'Taiwan', 'Thailand', 'Vietnam']","['Réunion', 'Pakistan', 'Singapore', 'Jamaica', '-Hawaii']",[],"['Réunion', 'Bhutan', 'China', '-Anhui', '-Fujian', '-Gansu', '-Guangdong', '-Guangxi', '-Guizhou', '-Hainan', '-Hubei', '-Hunan', '-Jiangsu', '-Jiangxi', '-Shaanxi', '-Sichuan', '-Tibet', '-Yunnan', '-Zhejiang', 'India', '-Karnataka', '-Kerala', '-Sikkim', '-Tamil Nadu', 'Indonesia', '-Java', 'Japan', '-Honshu', '-Kyushu', '-Ryukyu Islands', '-Shikoku', 'Malaysia', 'Myanmar', 'Nepal', 'North Korea', 'Pakistan', 'Philippines', 'Singapore', 'South Korea', 'Sri Lanka', 'Taiwan', 'Thailand', 'Vietnam', 'Jamaica', 'United States', '-Hawaii', 'Papua New Guinea']"
857,857,Persicaria wallichii, Himalayan knotweed, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Polygonales, Polygonaceae, https://www.cabi.org/isc/datasheet/120210,"['Afghanistan', 'Bhutan', '-Sichuan', '-Tibet', '-Yunnan', '-Assam', '-Himachal Pradesh', '-Jammu and Kashmir', '-Sikkim', '-Uttar Pradesh', '-Uttarakhand', 'Myanmar', 'Nepal', 'Pakistan']","['Austria', 'Belgium', 'Czechia', 'Denmark', 'France', 'Germany', 'Ireland', 'Italy', 'Liechtenstein', 'Netherlands', 'Norway', 'Poland', 'Spain', 'Sweden', 'Switzerland', 'United Kingdom', '-British Columbia', 'Saint Pierre and Miquelon', '-California', '-Massachusetts', '-Montana', '-Oregon', '-Washington', 'New Zealand']",[],"['Afghanistan', 'Bhutan', 'China', '-Sichuan', '-Tibet', '-Yunnan', 'India', '-Assam', '-Himachal Pradesh', '-Jammu and Kashmir', '-Sikkim', '-Uttar Pradesh', '-Uttarakhand', 'Myanmar', 'Nepal', 'Pakistan', 'Austria', 'Belgium', 'Czechia', 'Denmark', 'France', 'Germany', 'Ireland', 'Italy', 'Liechtenstein', 'Netherlands', 'Norway', 'Poland', 'Spain', 'Sweden', 'Switzerland', 'United Kingdom', 'Canada', '-British Columbia', 'Saint Pierre and Miquelon', 'United States', '-Alaska', '-California', '-Massachusetts', '-Montana', '-Oregon', '-Washington', 'New Zealand']"
858,858,Phyllanthus urinaria, leafflower, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Euphorbiales, Euphorbiaceae, https://www.cabi.org/isc/datasheet/46061,"['Seychelles', 'Bangladesh', 'Bhutan', 'Brunei', 'Cambodia', '-Fujian', '-Guangdong', '-Guangxi', '-Guizhou', '-Hainan', '-Hebei', '-Henan', '-Hubei', '-Hunan', '-Shaanxi', '-Shanxi', '-Tibet', '-Xinjiang', '-Yunnan', 'India', '-Andaman and Nicobar Islands', '-Andhra Pradesh', '-Arunachal Pradesh', '-Assam', '-Bihar', '-Goa', '-Gujarat', '-Karnataka', '-Kerala', '-Madhya Pradesh', '-Maharashtra', '-Manipur', '-Odisha', '-Punjab', '-Tamil Nadu', '-Tripura', '-Uttar Pradesh', '-West Bengal', 'Indonesia', '-Irian Jaya', '-Java', '-Maluku Islands', '-Sulawesi', '-Sumatra', '-Honshu', '-Kyushu', '-Shikoku', 'Laos', 'Malaysia', '-Peninsular Malaysia', '-Sabah', '-Sarawak', 'Myanmar', 'Philippines', 'South Korea', 'Sri Lanka', 'Taiwan', 'Thailand', 'Vietnam']","['Cameroon', 'Costa Rica', 'Guatemala', 'Honduras', 'Mexico', 'Nicaragua', 'Panama', 'Puerto Rico', 'United States', '-Alabama', '-Arkansas', '-Florida', '-Georgia', '-Illinois', '-Louisiana', '-Mississippi', '-North Carolina', '-South Carolina', '-Tennessee', '-Texas', '-Virginia', 'Brazil', 'Colombia', 'Ecuador', 'French Guiana', 'Peru', 'Suriname', 'Venezuela']",[],"['Cameroon', 'Seychelles', 'Bangladesh', 'Bhutan', 'Brunei', 'Cambodia', 'China', '-Fujian', '-Guangdong', '-Guangxi', '-Guizhou', '-Hainan', '-Hebei', '-Henan', '-Hubei', '-Hunan', '-Shaanxi', '-Shanxi', '-Tibet', '-Xinjiang', '-Yunnan', 'India', '-Andaman and Nicobar Islands', '-Andhra Pradesh', '-Arunachal Pradesh', '-Assam', '-Bihar', '-Goa', '-Gujarat', '-Karnataka', '-Kerala', '-Madhya Pradesh', '-Maharashtra', '-Manipur', '-Odisha', '-Punjab', '-Tamil Nadu', '-Tripura', '-Uttar Pradesh', '-West Bengal', 'Indonesia', '-Irian Jaya', '-Java', '-Maluku Islands', '-Sulawesi', '-Sumatra', 'Japan', '-Honshu', '-Kyushu', '-Shikoku', 'Laos', 'Malaysia', '-Peninsular Malaysia', '-Sabah', '-Sarawak', 'Myanmar', 'Philippines', 'South Korea', 'Sri Lanka', 'Taiwan', 'Thailand', 'Vietnam', 'Costa Rica', 'Guatemala', 'Honduras', 'Mexico', 'Nicaragua', 'Panama', 'Puerto Rico', 'United States', '-Alabama', '-Arkansas', '-Florida', '-Georgia', '-Illinois', '-Louisiana', '-Mississippi', '-North Carolina', '-South Carolina', '-Tennessee', '-Texas', '-Virginia', 'Brazil', '-Maranhao', 'Colombia', 'Ecuador', 'French Guiana', 'Peru', 'Suriname', 'Venezuela']"
859,859,Piper aduncum, spiked pepper, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Piperales, Piperaceae, https://www.cabi.org/isc/datasheet/41354,"['Barbados', 'Belize', 'Costa Rica', 'Cuba', 'Dominica', 'Dominican Republic', 'El Salvador', 'Grenada', 'Guatemala', 'Honduras', 'Jamaica', 'Martinique', 'Mexico', 'Nicaragua', 'Panama', 'Puerto Rico', 'Saint Vincent and the Grenadines', 'Trinidad and Tobago', 'Bolivia', 'Brazil', 'Colombia', 'Ecuador', 'Peru', 'Suriname', 'Venezuela']","['Tanzania', 'Indonesia', '-Irian Jaya', '-Java', '-Maluku Islands', '-Sulawesi', '-Sumatra', '-Peninsular Malaysia', 'Philippines', 'Singapore', '-Florida', '-Hawaii', 'American Samoa', 'Christmas Island', 'Cook Islands', 'Fiji', 'Niue', 'Palau', 'Papua New Guinea', 'Samoa', 'Tonga', 'Vanuatu']",[],"['Tanzania', 'Indonesia', '-Irian Jaya', '-Java', '-Maluku Islands', '-Sulawesi', '-Sumatra', 'Malaysia', '-Peninsular Malaysia', 'Philippines', 'Singapore', 'Barbados', 'Belize', 'Costa Rica', 'Cuba', 'Dominica', 'Dominican Republic', 'El Salvador', 'Grenada', 'Guatemala', 'Honduras', 'Jamaica', 'Martinique', 'Mexico', 'Nicaragua', 'Panama', 'Puerto Rico', 'Saint Vincent and the Grenadines', 'Trinidad and Tobago', 'United States', '-Florida', '-Hawaii', 'American Samoa', 'Christmas Island', 'Cook Islands', 'Fiji', 'Niue', 'Palau', 'Papua New Guinea', 'Samoa', 'Solomon Islands', 'Tonga', 'Vanuatu', 'Bolivia', 'Brazil', '-Amazonas', 'Colombia', 'Ecuador', 'French Guiana', 'Guyana', 'Peru', 'Suriname', 'Venezuela']"
860,860,Plantago coronopus, Buck's-horn plantain, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Plantaginales, Plantaginaceae, https://www.cabi.org/isc/datasheet/109678,"['Algeria', 'Egypt', 'Libya', 'Morocco', 'Tunisia', 'Afghanistan', 'Azerbaijan', 'Iran', 'Iraq', 'Israel', 'Jordan', 'Kuwait', 'Lebanon', 'Pakistan', 'Syria', 'Tajikistan', 'Turkey', 'Turkmenistan', 'Uzbekistan', 'Albania', 'Austria', 'Belgium', 'Bulgaria', 'Cyprus', 'Denmark', 'Faroe Islands', 'Federal Republic of Yugoslavia', 'France', 'Germany', 'Greece', 'Ireland', 'Italy', 'Netherlands', 'Poland', 'Portugal', 'Romania', 'Russia', 'Spain', '-Balearic Islands', '-Canary Islands', 'Sweden', 'Ukraine', 'United Kingdom']","['South Africa', '-British Columbia', '-Manitoba', '-New Brunswick', '-California', '-Maine', '-New York', '-Oregon', '-Pennsylvania', '-Texas', '-Washington', 'Australia', '-New South Wales', '-Northern Territory', '-Queensland', '-South Australia', '-Tasmania', '-Victoria', '-Western Australia', 'New Zealand', 'Brazil', '-Rio Grande do Sul']",[],"['Algeria', 'Egypt', 'Libya', 'Morocco', 'South Africa', 'Tunisia', 'Afghanistan', 'Azerbaijan', 'India', 'Iran', 'Iraq', 'Israel', 'Jordan', 'Kuwait', 'Lebanon', 'Pakistan', 'Saudi Arabia', 'Syria', 'Tajikistan', 'Turkey', 'Turkmenistan', 'Uzbekistan', 'Albania', 'Austria', 'Belgium', 'Bulgaria', 'Croatia', 'Cyprus', 'Denmark', 'Faroe Islands', 'Federal Republic of Yugoslavia', 'Finland', 'France', 'Germany', 'Greece', 'Ireland', 'Italy', 'Montenegro', 'Netherlands', 'Norway', 'Poland', 'Portugal', '-Azores', '-Madeira', 'Romania', 'Russia', 'Spain', '-Balearic Islands', '-Canary Islands', 'Sweden', 'Switzerland', 'Ukraine', 'United Kingdom', 'Canada', '-British Columbia', '-Manitoba', '-New Brunswick', 'Greenland', 'United States', '-California', '-Maine', '-New Jersey', '-New York', '-Oregon', '-Pennsylvania', '-Texas', '-Washington', 'Australia', '-New South Wales', '-Northern Territory', '-Queensland', '-South Australia', '-Tasmania', '-Victoria', '-Western Australia', 'New Zealand', 'Brazil', '-Rio Grande do Sul', 'Chile', 'Uruguay']"
861,861,Plantago lanceolata, ribwort plantain, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Plantaginales, Plantaginaceae, https://www.cabi.org/isc/datasheet/41813,"['Algeria', 'Egypt', 'Libya', 'Morocco', 'Tunisia', 'Zimbabwe', 'Afghanistan', 'Armenia', 'Azerbaijan', 'Georgia', 'India', 'Iran', 'Iraq', 'Israel', 'Jordan', 'Kazakhstan', 'Kyrgyzstan', 'Lebanon', 'Nepal', 'Pakistan', 'Philippines', 'Saudi Arabia', 'Syria', 'Tajikistan', 'Turkey', 'Turkmenistan', 'Uzbekistan', 'Yemen', 'Albania', 'Austria', 'Belarus', 'Belgium', 'Bulgaria', 'Cyprus', 'Czechoslovakia', 'Federal Republic of Yugoslavia', 'Denmark', 'Estonia', 'Finland', 'France', 'Germany', 'Greece', 'Hungary', 'Ireland', 'Italy', 'Latvia', 'Lithuania', 'Malta', 'Moldova', 'Netherlands', 'Norway', 'Poland', 'Portugal', '-Azores', 'Romania', 'Russia', '-Russia (Europe)', '-Western Siberia', 'Spain', '-Canary Islands', 'Sweden', 'Switzerland', 'Ukraine', 'United Kingdom']","['Botswana', 'Gabon', 'Kenya', 'Lesotho', 'Malawi', 'Mauritius', 'Namibia', 'South Africa', 'Sudan', 'Tanzania', 'Bhutan', 'China', '-Fujian', '-Guangdong', '-Guangxi', '-Guizhou', '-Hubei', '-Hunan', '-Jiangsu', '-Shaanxi', '-Sichuan', '-Xinjiang', '-Yunnan', '-Zhejiang', 'Taiwan', 'Canada', 'Cuba', 'Mexico', 'United States', '-Alabama', '-Alaska', '-Arkansas', '-California', '-Colorado', '-Connecticut', '-Delaware', '-Florida', '-Georgia', '-Hawaii', '-Idaho', '-Illinois', '-Indiana', '-Iowa', '-Kansas', '-Kentucky', '-Louisiana', '-Maine', '-Maryland', '-Massachusetts', '-Michigan', '-Minnesota', '-Mississippi', '-Missouri', '-Montana', '-Nebraska', '-Nevada', '-New Hampshire', '-New Jersey', '-New Mexico', '-New York', '-North Carolina', '-North Dakota', '-Ohio', '-Oklahoma', '-Oregon', '-Pennsylvania', '-Rhode Island', '-South Carolina', '-South Dakota', '-Tennessee', '-Texas', '-Utah', '-Vermont', '-Washington', '-West Virginia', '-Wisconsin', '-Wyoming', 'Australia', '-New South Wales', '-Victoria', 'New Zealand', 'Argentina', 'Chile', 'Uruguay']",[],"['Algeria', 'Botswana', 'Egypt', 'Ethiopia', 'Gabon', 'Kenya', 'Lesotho', 'Libya', 'Malawi', 'Mauritius', 'Morocco', 'Namibia', 'South Africa', 'Sudan', 'Tanzania', 'Tunisia', 'Zimbabwe', 'Afghanistan', 'Armenia', 'Azerbaijan', 'Bhutan', 'China', '-Fujian', '-Guangdong', '-Guangxi', '-Guizhou', '-Hubei', '-Hunan', '-Jiangsu', '-Shaanxi', '-Sichuan', '-Xinjiang', '-Yunnan', '-Zhejiang', 'Georgia', 'India', 'Iran', 'Iraq', 'Israel', 'Japan', 'Jordan', 'Kazakhstan', 'Kyrgyzstan', 'Lebanon', 'Nepal', 'Pakistan', 'Philippines', 'Saudi Arabia', 'South Korea', 'Syria', 'Taiwan', 'Tajikistan', 'Turkey', 'Turkmenistan', 'Uzbekistan', 'Yemen', 'Albania', 'Austria', 'Belarus', 'Belgium', 'Bulgaria', 'Cyprus', 'Czechoslovakia', 'Federal Republic of Yugoslavia', 'Denmark', 'Estonia', 'Finland', 'France', 'Germany', 'Greece', 'Hungary', 'Iceland', 'Ireland', 'Italy', 'Latvia', 'Lithuania', 'Malta', 'Moldova', 'Netherlands', 'Norway', 'Poland', 'Portugal', '-Azores', 'Romania', 'Russia', '-Russia (Europe)', '-Western Siberia', 'Spain', '-Canary Islands', 'Sweden', 'Switzerland', 'Ukraine', 'United Kingdom', 'Canada', '-Ontario', 'Cuba', 'Mexico', 'Puerto Rico', 'United States', '-Alabama', '-Alaska', '-Arkansas', '-California', '-Colorado', '-Connecticut', '-Delaware', '-Florida', '-Georgia', '-Hawaii', '-Idaho', '-Illinois', '-Indiana', '-Iowa', '-Kansas', '-Kentucky', '-Louisiana', '-Maine', '-Maryland', '-Massachusetts', '-Michigan', '-Minnesota', '-Mississippi', '-Missouri', '-Montana', '-Nebraska', '-Nevada', '-New Hampshire', '-New Jersey', '-New Mexico', '-New York', '-North Carolina', '-North Dakota', '-Ohio', '-Oklahoma', '-Oregon', '-Pennsylvania', '-Rhode Island', '-South Carolina', '-South Dakota', '-Tennessee', '-Texas', '-Utah', '-Vermont', '-Washington', '-West Virginia', '-Wisconsin', '-Wyoming', 'Australia', '-New South Wales', '-Victoria', 'New Zealand', 'Argentina', 'Chile', 'Ecuador', 'Uruguay']"
